SEARCHVAL,coordinates,Nearest School,Neareset School Coordinates,Nearest School Distance,Raffles MRT Coords,Time To City,Nearest Malls,Nearest Mall Distance,Nearest MRT,Nearest MRT Distance,Original Nameds
CHONG PANG COMMUNITY CLUB,"1.43350905989816,103.830011887888",AHMAD IBRAHIM PRIMARY SCHOOL,"1.43315271543517,103.832942401086",413,"1.28393326234538,103.851463066212",45.81666667,NORTHPOINT CITY,997,YISHUN MRT STATION (NS13),953,126 YISHUN ST 11
126A EDGEDALE PLAINS SINGAPORE 821126,"1.39410054969153,103.911356165393",GREENDALE PRIMARY SCHOOL,"1.39648195114256,103.91233462071",470,"1.28393326234538,103.851463066212",36.01666667,PUNGGOL PLAZA,336,SENGKANG MRT STATION (NE16),2538,126A EDGEDALE PLAINS
KIM TIAN GREEN,"1.28285654819351,103.829496414106",ZHANGDE PRIMARY SCHOOL,"1.28421153335379,103.825951875662",757,"1.28393326234538,103.851463066212",14.86666667,TIONG BAHRU PLAZA,718,TIONG BAHRU MRT STATION (EW17),635,126A KIM TIAN RD
126B EDGEDALE PLAINS SINGAPORE 822126,"1.39454889110377,103.911106168329",GREENDALE PRIMARY SCHOOL,"1.39648195114256,103.91233462071",380,"1.28393326234538,103.851463066212",36.45,PUNGGOL PLAZA,372,SENGKANG MRT STATION (NE16),2505,126B EDGEDALE PLAINS
126C EDGEDALE PLAINS SINGAPORE 823126,"1.39397053057079,103.910663559632",MEE TOH SCHOOL,"1.3946184538592,103.908589494228",386,"1.28393326234538,103.851463066212",38.1,PUNGGOL PLAZA,444,SENGKANG MRT STATION (NE16),2421,126C EDGEDALE PLAINS
KIM TIAN GREEN,"1.28231370027498,103.829311503614",ZHANGDE PRIMARY SCHOOL,"1.28421153335379,103.825951875662",892,"1.28393326234538,103.851463066212",16.6,TIONG BAHRU PLAZA,853,TIONG BAHRU MRT STATION (EW17),770,126C KIM TIAN RD
126D EDGEDALE PLAINS SINGAPORE 824126,"1.39378388948021,103.910981491609",MEE TOH SCHOOL,"1.3946184538592,103.908589494228",436,"1.28393326234538,103.851463066212",37.36666667,PUNGGOL PLAZA,406,SENGKANG MRT STATION (NE16),2471,126D EDGEDALE PLAINS
127 ANG MO KIO AVENUE 3 SINGAPORE 560127,"1.37122322102767,103.843593321222",ANG MO KIO PRIMARY SCHOOL,"1.36932176584608,103.839630858752",666,"1.28393326234538,103.851463066212",29.58333333,BROADWAY PLAZA,509,ANG MO KIO MRT STATION (NS16),977,127 ANG MO KIO AVE 3
127 BEDOK NORTH STREET 2 SINGAPORE 460127,"1.32797407432231,103.937944117759",BEDOK GREEN PRIMARY SCHOOL,"1.32344593287992,103.937878976352",1104,"1.28393326234538,103.851463066212",30.56666667,DJITSUN MALL BEDOK,1243,TANAH MERAH MRT STATION (EW4),1248,127 BEDOK NTH ST 2
EUNOS SPRING,"1.33284642861815,103.91117129085",TELOK KURAU PRIMARY SCHOOL,"1.33104585441349,103.910934011337",389,"1.28393326234538,103.851463066212",29.31666667,DJITSUN MALL BEDOK,2581,KAKI BUKIT MRT STATION (DT28),539,127 BEDOK RESERVOIR RD
127 BISHAN STREET 12 SINGAPORE 570127,"1.34607589409488,103.851694780512",GUANGYANG PRIMARY SCHOOL,"1.34569011530238,103.849453239895",437,"1.28393326234538,103.851463066212",23.61666667,JUNCTION 8,799,BISHAN MRT STATION (CC15),898,127 BISHAN ST 12
127 BUKIT BATOK WEST AVENUE 6 SINGAPORE 650127,"1.35185612872026,103.746076774467",PRINCESS ELIZABETH PRIMARY SCHOOL,"1.349203512653,103.74101964471",793,"1.28393326234538,103.851463066212",39.9,WEST MALL,585,BUKIT BATOK MRT STATION (NS2),747,127 BT BATOK WEST AVE 6
GEYLANG EAST GROVE,"1.31772915006821,103.887759947867",GEYLANG METHODIST SCHOOL (PRIMARY),"1.31759126757284,103.883845744916",632,"1.28393326234538,103.851463066212",20.23333333,PAYA LEBAR SQUARE,865,PAYA LEBAR MRT STATION (CC9),683,127 GEYLANG EAST AVE 1
127 HOUGANG AVENUE 1 SINGAPORE 530127,"1.35291722123534,103.88567990649",PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY),"1.34947276268396,103.884971343143",596,"1.28393326234538,103.851463066212",29.05,HEARTLAND MALL-KOVAN,1119,KOVAN MRT STATION (NE13),1221,127 HOUGANG AVE 1
127 MARSILING RISE SINGAPORE 730127,"1.43811941766036,103.779464277078",MARSILING PRIMARY SCHOOL,"1.43383904037059,103.773643013846",1480,"1.28393326234538,103.851463066212",56.56666667,MARSILING MALL HAWKER CENTRE,1154,MARSILING MRT STATION (NS8),1437,127 MARSILING RISE
127 PASIR RIS STREET 11 SINGAPORE 510127,"1.36589316333354,103.955221658333",WHITE SANDS PRIMARY SCHOOL,"1.36555714668553,103.960918869319",1069,"1.28393326234538,103.851463066212",45.33333333,WHITE SANDS,1465,PASIR RIS MRT STATION (EW1),1440,127 PASIR RIS ST 11
127 PENDING ROAD SINGAPORE 670127,"1.37649164252574,103.769282744014",BUKIT PANJANG PRIMARY SCHOOL,"1.37362179302436,103.769374904025",591,"1.28393326234538,103.851463066212",37.86666667,BUKIT PANJANG PLAZA,811,BUKIT PANJANG MRT STATION (DT1),1110,127 PENDING RD
127 POTONG PASIR AVENUE 1 SINGAPORE 350127,"1.33503445523376,103.865505631737",SAINT ANDREW'S JUNIOR SCHOOL,"1.33140255308868,103.865117134385",486,"1.28393326234538,103.851463066212",23.46666667,THE POIZ CENTRE,564,POTONG PASIR MRT STATION (NE10),718,127 POTONG PASIR AVE 1
RIVERVALE PLAINS,"1.39059360318199,103.902213493166",SENG KANG PRIMARY SCHOOL,"1.38949740422462,103.899767112047",677,"1.28393326234538,103.851463066212",33.53333333,RIVERVALE MALL,564,SENGKANG MRT STATION (NE16),900,127 RIVERVALE ST
127 SERANGOON NORTH AVENUE 1 SINGAPORE 550127,"1.36562823499679,103.87183133243",ZHONGHUA PRIMARY SCHOOL,"1.36020329705047,103.869762438084",1600,"1.28393326234538,103.851463066212",30.6,MYVILLAGE AT SERANGOON GARDEN,1606,KOVAN MRT STATION (NE13),1932,127 SERANGOON NTH AVE 1
127 SIMEI STREET 1 SINGAPORE 520127,"1.34658424384582,103.954316430613",ANGSANA PRIMARY SCHOOL,"1.34855287558648,103.951808105552",655,"1.28393326234538,103.851463066212",34.48333333,EASTPOINT MALL,681,SIMEI MRT STATION (EW3),640,127 SIMEI ST 1
127 TAMPINES STREET 11 SINGAPORE 521127,"1.34543163487949,103.95064762788",ANGSANA PRIMARY SCHOOL,"1.34855287558648,103.951808105552",625,"1.28393326234538,103.851463066212",37.51666667,EASTPOINT MALL,837,SIMEI MRT STATION (EW3),870,127 TAMPINES ST 11
127 YISHUN STREET 11 SINGAPORE 760127,"1.43420896190542,103.830974669529",AHMAD IBRAHIM PRIMARY SCHOOL,"1.43315271543517,103.832942401086",358,"1.28393326234538,103.851463066212",45.45,NORTHPOINT CITY,965,YISHUN MRT STATION (NS13),928,127 YISHUN ST 11
KIM TIAN GREEN,"1.28196243466081,103.829559141133",ZHANGDE PRIMARY SCHOOL,"1.28421153335379,103.825951875662",962,"1.28393326234538,103.851463066212",17.61666667,TIONG BAHRU PLAZA,924,TIONG BAHRU MRT STATION (EW17),841,127A KIM TIAN RD
KIM TIAN GREEN,"1.28152280420004,103.830035757166",ZHANGDE PRIMARY SCHOOL,"1.28421153335379,103.825951875662",1043,"1.28393326234538,103.851463066212",18.8,TIONG BAHRU PLAZA,1004,TIONG BAHRU MRT STATION (EW17),921,127C KIM TIAN RD
KIM TIAN GREEN,"1.28111980555052,103.829943174928",ZHANGDE PRIMARY SCHOOL,"1.28421153335379,103.825951875662",1089,"1.28393326234538,103.851463066212",19.28333333,TIONG BAHRU PLAZA,1051,TIONG BAHRU MRT STATION (EW17),968,127D KIM TIAN RD
128 ANG MO KIO AVENUE 3 SINGAPORE 560128,"1.37083202800001,103.843546990613",ANG MO KIO PRIMARY SCHOOL,"1.36932176584608,103.839630858752",624,"1.28393326234538,103.851463066212",29,BROADWAY PLAZA,516,ANG MO KIO MRT STATION (NS16),983,128 ANG MO KIO AVE 3
128 BEDOK NORTH STREET 2 SINGAPORE 460128,"1.327740236451,103.939005696963",BEDOK GREEN PRIMARY SCHOOL,"1.32344593287992,103.937878976352",938,"1.28393326234538,103.851463066212",29.81666667,DJITSUN MALL BEDOK,1402,TANAH MERAH MRT STATION (EW4),1083,128 BEDOK NTH ST 2
EUNOS SPRING,"1.33334609718403,103.911344064946",TELOK KURAU PRIMARY SCHOOL,"1.33104585441349,103.910934011337",453,"1.28393326234538,103.851463066212",29.75,DJITSUN MALL BEDOK,2586,KAKI BUKIT MRT STATION (DT28),541,128 BEDOK RESERVOIR RD
128 BISHAN STREET 12 SINGAPORE 570128,"1.34608831988483,103.850466820468",GUANGYANG PRIMARY SCHOOL,"1.34569011530238,103.849453239895",365,"1.28393326234538,103.851463066212",26.13333333,JUNCTION 8,696,BISHAN MRT STATION (CC15),795,128 BISHAN ST 12
128 BUKIT BATOK WEST AVENUE 6 SINGAPORE 650128,"1.35168272447315,103.745604599322",PRINCESS ELIZABETH PRIMARY SCHOOL,"1.349203512653,103.74101964471",752,"1.28393326234538,103.851463066212",40.1,WEST MALL,646,BUKIT BATOK MRT STATION (NS2),767,128 BT BATOK WEST AVE 6
BUKIT MERAH VIEW,"1.28264675199072,103.823327111496",ZHANGDE PRIMARY SCHOOL,"1.28421153335379,103.825951875662",510,"1.28393326234538,103.851463066212",12.38333333,TIONG BAHRU PLAZA,800,TIONG BAHRU MRT STATION (EW17),795,128 BT MERAH VIEW
GEYLANG EAST GROVE,"1.31830919498771,103.887754005604",GEYLANG METHODIST SCHOOL (PRIMARY),"1.31759126757284,103.883845744916",574,"1.28393326234538,103.851463066212",20.78333333,PAYA LEBAR SQUARE,901,PAYA LEBAR MRT STATION (CC9),719,128 GEYLANG EAST AVE 1
KIM TIAN VISTA,"1.28152464770049,103.829054629386",ZHANGDE PRIMARY SCHOOL,"1.28421153335379,103.825951875662",978,"1.28393326234538,103.851463066212",17.73333333,TIONG BAHRU PLAZA,939,TIONG BAHRU MRT STATION (EW17),856,128 KIM TIAN RD
OCBC TOA PAYOH LORONG 1,"1.33781616112252,103.844214270088",KHENG CHENG SCHOOL,"1.3373381935639,103.847148501824",470,"1.28393326234538,103.851463066212",20.38333333,HDB HUB,1213,BRADDELL MRT STATION (NS18),576,128 LOR 1 TOA PAYOH
128 LORONG AH SOO SINGAPORE 530128,"1.35172355247142,103.886487164914",PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY),"1.34947276268396,103.884971343143",546,"1.28393326234538,103.851463066212",26.96666667,UPPER SERANGOON SHOPPING CENTRE,1220,KOVAN MRT STATION (NE13),1448,128 LOR AH SOO
128 MARSILING RISE SINGAPORE 730128,"1.43745488294257,103.778927259843",MARSILING PRIMARY SCHOOL,"1.43383904037059,103.773643013846",1570,"1.28393326234538,103.851463066212",57.5,MARSILING MALL HAWKER CENTRE,1318,MARSILING MRT STATION (NS8),1600,128 MARSILING RISE
128 PASIR RIS STREET 11 SINGAPORE 510128,"1.36607200208533,103.955614245139",WHITE SANDS PRIMARY SCHOOL,"1.36555714668553,103.960918869319",1014,"1.28393326234538,103.851463066212",44.65,WHITE SANDS,1422,PASIR RIS MRT STATION (EW1),1398,128 PASIR RIS ST 11
128 PENDING ROAD SINGAPORE 670128,"1.37599511163058,103.769766187776",BUKIT PANJANG PRIMARY SCHOOL,"1.37362179302436,103.769374904025",496,"1.28393326234538,103.851463066212",37.98333333,BUKIT PANJANG PLAZA,871,CASHEW MRT STATION (DT2),1289,128 PENDING RD
128 POTONG PASIR AVENUE 1 SINGAPORE 350128,"1.33480397745816,103.86578784298",SAINT ANDREW'S JUNIOR SCHOOL,"1.33140255308868,103.865117134385",481,"1.28393326234538,103.851463066212",23.26666667,THE POIZ CENTRE,515,POTONG PASIR MRT STATION (NE10),694,128 POTONG PASIR AVE 1
RIVERVALE PLAINS,"1.39049049629367,103.902688503849",SENG KANG PRIMARY SCHOOL,"1.38949740422462,103.899767112047",746,"1.28393326234538,103.851463066212",32.51666667,RIVERVALE MALL,495,SENGKANG MRT STATION (NE16),969,128 RIVERVALE ST
128 SIMEI STREET 1 SINGAPORE 520128,"1.34690072088086,103.954855759578",ANGSANA PRIMARY SCHOOL,"1.34855287558648,103.951808105552",817,"1.28393326234538,103.851463066212",35.13333333,EASTPOINT MALL,737,SIMEI MRT STATION (EW3),696,128 SIMEI ST 1
128 YISHUN STREET 11 SINGAPORE 760128,"1.43387793728634,103.831302218611",AHMAD IBRAHIM PRIMARY SCHOOL,"1.43315271543517,103.832942401086",280,"1.28393326234538,103.851463066212",44.23333333,NORTHPOINT CITY,886,YISHUN MRT STATION (NS13),849,128 YISHUN ST 11
EASTCROWN @ CANBERRA,"1.44572196543585,103.833276458051",CHONGFU SCHOOL,"1.43839562897006,103.839309173817",2128,"1.28393326234538,103.851463066212",40.6,CANBERRA PLAZA,515,CANBERRA MRT STATION (NS12),924,128A CANBERRA ST
128A PUNGGOL FIELD WALK SINGAPORE 821128,"1.39354226277371,103.912428475975",GREENDALE PRIMARY SCHOOL,"1.39648195114256,103.91233462071",523,"1.28393326234538,103.851463066212",35.86666667,PUNGGOL PLAZA,180,SENGKANG MRT STATION (NE16),2645,128A PUNGGOL FIELD WALK
128B PUNGGOL FIELD WALK SINGAPORE 822128,"1.39298792643348,103.912883071032",GREENDALE PRIMARY SCHOOL,"1.39648195114256,103.91233462071",629,"1.28393326234538,103.851463066212",37.46666667,PUNGGOL PLAZA,286,SENGKANG MRT STATION (NE16),2752,128B PUNGGOL FIELD WALK
128C PUNGGOL FIELD WALK SINGAPORE 823128,"1.39254913673627,103.912560905441",GREENDALE PRIMARY SCHOOL,"1.39648195114256,103.91233462071",675,"1.28393326234538,103.851463066212",38.03333333,PUNGGOL PLAZA,332,SENGKANG MRT STATION (NE16),2699,128C PUNGGOL FIELD WALK
128D PUNGGOL FIELD WALK SINGAPORE 824128,"1.39296771940163,103.911961953324",GREENDALE PRIMARY SCHOOL,"1.39648195114256,103.91233462071",616,"1.28393326234538,103.851463066212",37.13333333,PUNGGOL PLAZA,273,SENGKANG MRT STATION (NE16),2625,128D PUNGGOL FIELD WALK
YIO CHU KANG VILLE,"1.36989498895756,103.842059049722",ANG MO KIO PRIMARY SCHOOL,"1.36932176584608,103.839630858752",361,"1.28393326234538,103.851463066212",26.16666667,BROADWAY PLAZA,649,ANG MO KIO MRT STATION (NS16),998,129 ANG MO KIO AVE 3
129 BEDOK NORTH STREET 2 SINGAPORE 460129,"1.32755443192195,103.938030484223",BEDOK GREEN PRIMARY SCHOOL,"1.32344593287992,103.937878976352",1051,"1.28393326234538,103.851463066212",31.35,DJITSUN MALL BEDOK,1315,TANAH MERAH MRT STATION (EW4),1195,129 BEDOK NTH ST 2
EUNOS SPRING,"1.33401866685175,103.912238854136",TELOK KURAU PRIMARY SCHOOL,"1.33104585441349,103.910934011337",531,"1.28393326234538,103.851463066212",30.85,DJITSUN MALL BEDOK,2504,KAKI BUKIT MRT STATION (DT28),673,129 BEDOK RESERVOIR RD
129 BISHAN STREET 12 SINGAPORE 570129,"1.3456922669362,103.850399346338",GUANGYANG PRIMARY SCHOOL,"1.34569011530238,103.849453239895",340,"1.28393326234538,103.851463066212",27,JUNCTION 8,720,BISHAN MRT STATION (CC15),818,129 BISHAN ST 12
129 BUKIT BATOK WEST AVENUE 6 SINGAPORE 650129,"1.35142975219106,103.746030739669",PRINCESS ELIZABETH PRIMARY SCHOOL,"1.349203512653,103.74101964471",753,"1.28393326234538,103.851463066212",39.01666667,WEST MALL,576,BUKIT BATOK MRT STATION (NS2),697,129 BT BATOK WEST AVE 6
BUKIT MERAH VIEW,"1.28357870505897,103.823819207962",ZHANGDE PRIMARY SCHOOL,"1.28421153335379,103.825951875662",393,"1.28393326234538,103.851463066212",14.05,TIONG BAHRU PLAZA,683,TIONG BAHRU MRT STATION (EW17),678,129 BT MERAH VIEW
CLARENCE VILLE,"1.29305554716505,103.814424413285",QUEENSTOWN PRIMARY SCHOOL,"1.29559365009015,103.807548617332",1009,"1.28393326234538,103.851463066212",17.16666667,ANCHORPOINT SHOPPING CENTRE,1370,REDHILL MRT STATION (EW18),606,129 CLARENCE LANE
KIM TIAN VISTA,"1.2811530312289,103.828856188305",ZHANGDE PRIMARY SCHOOL,"1.28421153335379,103.825951875662",988,"1.28393326234538,103.851463066212",18.85,TIONG BAHRU PLAZA,1021,TIONG BAHRU MRT STATION (EW17),938,129 KIM TIAN RD
129 LORONG AH SOO SINGAPORE 530129,"1.35151849772357,103.887577515817",PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY),"1.34947276268396,103.884971343143",692,"1.28393326234538,103.851463066212",27.96666667,HEARTLAND MALL-KOVAN,1375,KOVAN MRT STATION (NE13),1582,129 LOR AH SOO
129 MARSILING RISE SINGAPORE 730129,"1.43781136682326,103.778702019627",MARSILING PRIMARY SCHOOL,"1.43383904037059,103.773643013846",1511,"1.28393326234538,103.851463066212",58.3,MARSILING MALL HAWKER CENTRE,1266,MARSILING MRT STATION (NS8),1549,129 MARSILING RISE
129 PASIR RIS STREET 11 SINGAPORE 510129,"1.36651869673449,103.955623402655",WHITE SANDS PRIMARY SCHOOL,"1.36555714668553,103.960918869319",962,"1.28393326234538,103.851463066212",43.86666667,WHITE SANDS,1355,PASIR RIS MRT STATION (EW1),1330,129 PASIR RIS ST 11
129 PENDING ROAD SINGAPORE 670129,"1.37572423433689,103.7703219758",BUKIT PANJANG PRIMARY SCHOOL,"1.37362179302436,103.769374904025",425,"1.28393326234538,103.851463066212",36.55,BUKIT PANJANG PLAZA,942,CASHEW MRT STATION (DT2),1219,129 PENDING RD
129 POTONG PASIR AVENUE 1 SINGAPORE 350129,"1.33476150529936,103.865542602944",SAINT ANDREW'S JUNIOR SCHOOL,"1.33140255308868,103.865117134385",456,"1.28393326234538,103.851463066212",23.7,THE POIZ CENTRE,536,POTONG PASIR MRT STATION (NE10),731,129 POTONG PASIR AVE 1
RIVERVALE PLAINS,"1.38986875434293,103.902651026007",NORTH SPRING PRIMARY SCHOOL,"1.38706146494859,103.903202683028",501,"1.28393326234538,103.851463066212",33.68333333,RIVERVALE MALL,528,SENGKANG MRT STATION (NE16),1028,129 RIVERVALE ST
129 SIMEI STREET 1 SINGAPORE 520129,"1.34624579448909,103.954276624128",ANGSANA PRIMARY SCHOOL,"1.34855287558648,103.951808105552",708,"1.28393326234538,103.851463066212",33.73333333,EASTPOINT MALL,628,SIMEI MRT STATION (EW3),587,129 SIMEI ST 1
129 YISHUN STREET 11 SINGAPORE 760129,"1.43371166670509,103.831815032172",AHMAD IBRAHIM PRIMARY SCHOOL,"1.43315271543517,103.832942401086",200,"1.28393326234538,103.851463066212",43.03333333,NORTHPOINT CITY,807,YISHUN MRT STATION (NS13),770,129 YISHUN ST 11
EASTCROWN @ CANBERRA,"1.44525782010492,103.832559693596",CHONGFU SCHOOL,"1.43839562897006,103.839309173817",2029,"1.28393326234538,103.851463066212",38.9,CANBERRA PLAZA,415,CANBERRA MRT STATION (NS12),824,129A CANBERRA ST
EASTCROWN @ CANBERRA,"1.44487017343162,103.832974164005",CHONGFU SCHOOL,"1.43839562897006,103.839309173817",2034,"1.28393326234538,103.851463066212",38.9,CANBERRA PLAZA,421,CANBERRA MRT STATION (NS12),830,129B CANBERRA ST
EASTCROWN @ CANBERRA,"1.44420165808041,103.833186562603",CHONGFU SCHOOL,"1.43839562897006,103.839309173817",1848,"1.28393326234538,103.851463066212",38.9,CANBERRA PLAZA,477,CANBERRA MRT STATION (NS12),704,129C CANBERRA ST
STRAITS VISTA @ MARSILING,"1.44131726915198,103.778405129794",MARSILING PRIMARY SCHOOL,"1.43383904037059,103.773643013846",1684,"1.28393326234538,103.851463066212",53.88333333,MARSILING MALL HAWKER CENTRE,1575,MARSILING MRT STATION (NS8),1825,12A MARSILING LANE
STRAITS VISTA @ MARSILING,"1.44108596725738,103.778120234676",MARSILING PRIMARY SCHOOL,"1.43383904037059,103.773643013846",1656,"1.28393326234538,103.851463066212",51.95,MARSILING MALL HAWKER CENTRE,1634,MARSILING MRT STATION (NS8),1798,12B MARSILING LANE
STRAITS VISTA @ MARSILING,"1.44108587711762,103.777781234398",MARSILING PRIMARY SCHOOL,"1.43383904037059,103.773643013846",1657,"1.28393326234538,103.851463066212",51.95,MARSILING MALL HAWKER CENTRE,1662,MARSILING MRT STATION (NS8),1798,12C MARSILING LANE
CANTONMENT TOWERS,"1.27469944029956,103.840485373883",CANTONMENT PRIMARY SCHOOL,"1.27547252623201,103.839962631748",229,"1.28393326234538,103.851463066212",9.633333333,100 AM,554,OUTRAM PARK MRT STATION,732,13 CANTONMENT CL
DOVER HEIGHTS,"1.30537011229366,103.786079519406",FAIRFIELD METHODIST SCHOOL (PRIMARY),"1.30054082453424,103.785438270044",1085,"1.28393326234538,103.851463066212",26.33333333,ROCHESTER MALL,995,BUONA VISTA MRT STATION (EW21),1088,13 DOVER CL EAST
13 EUNOS CRESCENT SINGAPORE 400013,"1.32268661939564,103.903500926144",EUNOS PRIMARY SCHOOL,"1.32447629876368,103.904541254016",330,"1.28393326234538,103.851463066212",20.85,SINGAPORE POST CENTRE,1569,EUNOS MRT STATION (EW7),495,13 EUNOS CRES
FARRER PARK VIEW,"1.311600762123,103.851400079336",FARRER PARK PRIMARY SCHOOL,"1.31236867681371,103.850766402965",260,"1.28393326234538,103.851463066212",14.36666667,MUSTAFA SHOPPING CENTRE,601,FARRER PARK MRT STATION,559,13 FARRER PK RD
13 GHIM MOH ROAD SINGAPORE 270013,"1.30970737767411,103.789099862759",HENRY PARK PRIMARY SCHOOL,"1.31667646178347,103.784296227747",1402,"1.28393326234538,103.851463066212",21.78333333,THE STAR VISTA,789,BUONA VISTA MRT STATION (EW21),505,13 GHIM MOH RD
HOLLAND VISTA,"1.30936039548607,103.793205067682",HENRY PARK PRIMARY SCHOOL,"1.31667646178347,103.784296227747",1970,"1.28393326234538,103.851463066212",19.91666667,HOLLAND VILLAGE SHOPPING MALL,545,BUONA VISTA MRT STATION (EW21),677,13 HOLLAND DR
13 JALAN BUKIT MERAH SINGAPORE 150013,"1.28771895880048,103.807280589371",QUEENSTOWN PRIMARY SCHOOL,"1.29559365009015,103.807548617332",1896,"1.28393326234538,103.851463066212",24.2,ALEXANDRA CENTRAL,392,QUEENSTOWN MRT STATION (EW19),1484,13 JLN BT MERAH
JOO SENG HEIGHTS,"1.33577240529809,103.879301111445",CEDAR PRIMARY SCHOOL,"1.3355885014312,103.87562104944",542,"1.28393326234538,103.851463066212",25.01666667,THE POIZ CENTRE,1694,BARTLEY MRT STATION (CC12),1489,13 JOO SENG RD
TOA PAYOH COURT,"1.33628332874341,103.859026987388",PEI CHUN PUBLIC SCHOOL,"1.33737358725951,103.855585578061",507,"1.28393326234538,103.851463066212",26.6,THE POIZ CENTRE,1821,POTONG PASIR MRT STATION (NE10),1927,13 LOR 7 TOA PAYOH
MARINE TERRACE BREEZE,"1.30404168480361,103.915575511946",NGEE ANN PRIMARY SCHOOL,"1.30552505910497,103.917463017497",419,"1.28393326234538,103.851463066212",34.15,UOB I12 KATONG AUTOLOBBY,1523,KEMBANGAN MRT STATION (EW6),2393,13 MARINE TER
MARSILING GARDENS,"1.44109627463339,103.779276133737",QIHUA PRIMARY SCHOOL,"1.4420359661233,103.788339756898",1545,"1.28393326234538,103.851463066212",51.68333333,MARSILING MALL HAWKER CENTRE,1487,WOODLANDS NORTH MRT STATION (TE1),2035,13 MARSILING LANE
SAINT GEORGE'S EAST GARDENS,"1.32323455697139,103.862732454087",BENDEMEER PRIMARY SCHOOL,"1.32181250780475,103.865404167629",595,"1.28393326234538,103.851463066212",17.38333333,THE POIZ CENTRE,1664,BOON KENG MRT STATION (NE9),569,13 ST. GEORGE'S RD
TECK WHYE HEIGHTS II,"1.37894634652916,103.755847939018",TECK WHYE PRIMARY SCHOOL,"1.38364996834457,103.753291857016",824,"1.28393326234538,103.851463066212",42.81666667,TECK WHYE SHOPPING CENTRE,500,BUKIT PANJANG MRT STATION (DT1),828,13 TECK WHYE LANE
MOUNT FABER VIEW,"1.2781594645971,103.820475315204",RADIN MAS PRIMARY SCHOOL,"1.27495823622634,103.824188270373",901,"1.28393326234538,103.851463066212",20,TIONG BAHRU PLAZA,1737,TIONG BAHRU MRT STATION (EW17),1723,13 TELOK BLANGAH CRES
TOH YI GARDENS,"1.33874587958197,103.772438575927",PEI HWA PRESBYTERIAN PRIMARY SCHOOL,"1.33805634613048,103.776106448614",488,"1.28393326234538,103.851463066212",29.81666667,BEAUTY WORLD PLAZA,804,BEAUTY WORLD MRT STATION (DT5),633,13 TOH YI DR
